WORD	SAMPA	POS	PRON_VARIANT	IS_COMPOUND	COMPOUND_ATTR	HAS_PREFIX	LANG	IS_VALIDATED	COMMENT
ótímabært	ou: t_h i m a p ai r_0 t	n	all	true	none	true	IS	true	""
óumdeilt	ou: Y m t ei l_0 t	lo	all	true	none	true	IS	true	
óvart	ou: v a r_0 t	lo	all	false	none	true	IS	true	
óvenju	ou: v E n j Y	n	all	false	none	true	IS	true	""
óvenjuleg	ou: v E n j Y l E G	lo	all	true	none	true	IS	true	
óvenjulega	ou: v E n j Y l E G a	ao	all	false	none	true	IS	true	
óvenjulega	ou: v E n j Y l E G a	lo	all	false	none	true	IS	true	
óvenjulegar	ou: v E n j Y l E G a r	n	all	false	none	true	IS	true	""
óvenjulegt	ou: v E n j Y l E x t	n	all	false	none	true	IS	true	""
óverjandi	ou: v E r j a n t I	n	all	false	none	true	IS	true	""
óveruleg	ou: v E r Y l E G	n	all	false	none	true	IS	true	""
óverðtryggð	ou: v E r T t_h r I G D	n	all	true	none	true	IS	true	""
óveður	ou: v E D Y r	n	all	false	none	true	IS	true	
óvild	ou: v I l t	n	all	false	head	true	IS	true	
óvinnufær	ou: v I n Y f ai r	n	all	true	none	true	IS	true	""
óvissa	ou: v I s a	n	all	false	head	true	IS	true	""
óvissan	ou: v I s a n	n	all	false	none	true	IS	true	""
óvissu	ou: v I s Y	n	all	false	both	true	IS	true	""
óviðeigandi	ou: v I D ei G a n t I	n	all	true	none	true	IS	true	""
óviðkomandi	ou: v I D k_h O m a n t I	lo	all	true	none	true	IS	true	
óviðunandi	ou: v I D Y n a n t I	lo	all	true	none	true	IS	true	
óvænt	ou: v ai n_0 t	n	standard_clear	false	none	true	IS	true	
óvænt	ou: v ai n t_h	n	northeast_clear	false	none	true	IS	true	""
óvænta	ou: v ai n t_h a	n	northeast_clear	false	none	true	IS	true	""
óvænta	ou: v ai n_0 t a	n	standard_clear	false	none	true	IS	true	""
óvæntan	ou: v ai n t_h a n	n	northeast_clear	false	none	true	IS	true	""
óvæntan	ou: v ai n_0 t a n	n	standard_clear	false	none	true	IS	true	""
óvæntu	ou: v ai n_0 t Y	lo	standard_clear	false	none	true	IS	true	
óvæntu	ou: v ai n t_h Y	lo	northeast_clear	false	none	true	IS	true	
óvæntum	ou: v ai n t_h Y m	n	northeast_clear	false	none	true	IS	true	""
óvæntum	ou: v ai n_0 t Y m	n	standard_clear	false	none	true	IS	true	""
óvíst	ou: v i s t	n	all	false	none	true	IS	true	""
óyggjandi	ou: I c a n t I	lo	all	false	none	true	IS	true	
óákveðinn	ou: au k_h v E D I n	lo	all	true	none	true	IS	true	
óánægja	ou: au n ai j a	n	all	false	none	true	IS	true	
óánægju	ou: au n ai j Y	n	all	false	modifier	true	IS	true	""
óánægðir	ou: au n ai G D I r	n	all	false	none	true	IS	true	""
óánægður	ou: au n ai G D Y r	n	all	false	none	true	IS	true	""
óásættanlegt	ou: au: s ai h t a n l E x t	lo	all	true	none	true	IS	true	
óðinn	ou: D I n	n	all	false	none	false	IS	true	""
óðinsvé	ou: D I n s v j E	ns	all	true	none	false	IS	true	
óðslega	ou D s t l E G a	ao	all	false	none	false	IS	true	
óðslega	ou D s t l E G a	lo	all	false	none	false	IS	true	
óðum	ou: D Y m	lo	all	false	head	false	IS	true	
óðum	ou: D Y m	n	all	false	head	false	IS	true	
óðum	ou: D Y m	so	all	false	head	false	IS	true	
óður	ou: D Y r	n	all	false	head	false	IS	true	""
óöryggi	ou: 9 r I c I	n	all	false	head	true	IS	true	
óöryggis	ou: 9 r I c I s	n	all	false	head	true	IS	true	
óútreiknanleg	ou: u t r ei h k n a n l E G	lo	standard_clear	true	none	true	IS	true	
óútreiknanleg	ou: u t_h r ei h k n a n l E G	lo	north_clear	true	none	true	IS	true	
óþarfa	ou: T a r v a	lo	all	false	head	true	IS	true	
óþarfa	ou: T a r v a	n	all	false	head	true	IS	true	
óþarfi	ou: T a r v I	lo	all	false	head	true	IS	true	
óþarfi	ou: T a r v I	n	all	false	head	true	IS	true	
óþarflega	ou: T a r v l E G a	ao	all	false	none	true	IS	true	
óþarft	ou: T a r_0 t	lo	all	false	none	true	IS	true	
óþekkjanlegur	ou: T E h c a n l E G Y r	lo	all	false	none	true	IS	true	
óþekkt	ou: T E x t	lo	all	false	none	true	IS	true	
óþekkta	ou: T E x t a	lo	all	false	none	true	IS	true	
óþekktan	ou: T E x t a n	lo	all	false	none	true	IS	true	
óþekktar	ou: T E x t a r	lo	all	false	modifier	true	IS	true	
óþekktar	ou: T E x t a r	n	all	false	modifier	true	IS	true	
óþekkti	ou: T E x t I	lo	all	false	none	true	IS	true	
óþekktum	ou: T E x t Y m	lo	all	false	none	true	IS	true	
óþekktur	ou: T E x t Y r	lo	all	false	none	true	IS	true	
óþolandi	ou: T O l a n t I	lo	all	false	none	true	IS	true	
óþreytandi	ou: T r ei t a n t I	n	standard_clear	true	none	true	IS	true	""
óþægilega	ou: T ai j I l E G a	n	all	false	none	true	IS	true	""
óþægilegt	ou: T ai j I l E x t	lo	all	false	head	true	IS	true	
óþægindi	ou: T ai j I n t I	n	all	false	head	true	IS	true	
óþægindum	ou: T ai j I n t Y m	n	all	false	head	true	IS	true	""
óþörf	ou: T 9 r v	n	all	false	none	true	IS	true	""
óþörfu	ou: T 9 r v Y	n	all	false	none	true	IS	true	""
öfga	9 v k a	n	all	false	modifier	false	IS	true	
öfga	9 v k a	so	all	false	modifier	false	IS	true	
öfgar	9 v k a r	n	all	false	head	false	IS	true	""
öfl	9 p l_0	n	all	false	head	false	IS	true	
öflug	9 p l Y G	lo	all	false	head	false	IS	true	
öfluga	9 p l Y G a	n	all	false	none	false	IS	true	""
öflugan	9 p l Y G a n	n	all	false	none	false	IS	true	""
öflugar	9 p l Y G a r	n	all	false	head	false	IS	true	""
öflugasta	9 p l Y G a s t a	n	all	false	head	false	IS	true	""
öflugir	9 p l Yi j I r	n	all	false	none	false	IS	true	""
öflugra	9 p l Y G r a	n	all	false	head	false	IS	true	""
öflugri	9 p l Y G r I	n	all	false	none	false	IS	true	""
öflugt	9 p l Y x t	lo	all	false	head	false	IS	true	
öflugu	9 p l Y G Y	n	all	false	head	false	IS	true	""
öflugum	9 p l Y G Y m	lo	all	false	head	false	IS	true	
öflugur	9 p l Y G Y r	lo	all	false	none	false	IS	true	
öflugustu	9 p l Y G Y s t Y	n	all	false	head	false	IS	true	""
öfugt	9 v Y x t	n	all	false	head	false	IS	true	""
öfund	9: v Y n t	n	all	false	both	false	IS	true	
ögmundar	9 G m Y n t a r	n	all	false	modifier	false	IS	true	""
ögmundur	9: G m Y n t Y r	n	all	true	none	false	IS	true	""
ögn	9 k n_0	n	all	false	head	false	IS	true	
ögrandi	9 G r a n t I	n	all	false	none	false	IS	true	""
ökkla	9 h k l a	n	all	false	both	false	IS	true	
ökumann	9: k Y m a n	n	standard_clear	true	head	false	IS	true	
ökumann	9: k_h Y m a n	n	north_clear	true	head	false	IS	true	
ökumanna	9: k Y m a n a	n	standard_clear	true	both	false	IS	true	
ökumanna	9: k_h Y m a n a	n	north_clear	true	both	false	IS	true	
ökumanni	9: k Y m a n I	n	standard_clear	true	none	false	IS	true	""
ökumanns	9: k Y m a n s	n	standard_clear	true	modifier	false	IS	true	""
ökumaður	9: k Y m a D Y r	n	standard_clear	true	head	false	IS	true	
ökumaður	9: k_h Y m a D Y r	n	north_clear	true	head	false	IS	true	
ökumaðurinn	9: k Y m a D Y r I n	n	standard_clear	true	head	false	IS	true	""
ökumenn	9: k Y m E n	n	standard_clear	true	head	false	IS	true	""
ökumönnum	9: k Y m 9 n Y m	n	standard_clear	true	none	false	IS	true	""
ökuréttar	9: k Y r j E h t a r	n	standard_clear	true	modifier	false	IS	true	""
ökurétti	9: k Y r j E h t I	n	standard_clear	true	none	false	IS	true	
ökurétti	9: k_h Y r j E h t I	n	north_clear	true	none	false	IS	true	
ökuréttindum	9: k Y r j E h t I n t Y m	n	standard_clear	true	none	false	IS	true	""
ökuskírteini	9: k Y s c i r_0 t ei n I	n	standard_clear	true	none	false	IS	true	
ökuskírteini	9: k_h Y s c i r_0 t ei n I	n	north_clear	true	none	false	IS	true	
ökutæki	9: k Y t_h ai c I	n	standard_clear	true	head	false	IS	true	
ökutæki	9: k_h Y t_h ai c_h I	n	north_clear	true	head	false	IS	true	
ökutækis	9 k_h Y t_h ai c_h I s	n	north_clear	true	both	false	IS	true	""
ökutækis	9 k Y t_h ai c I s	n	standard_clear	true	both	false	IS	true	""
ökutækja	9: k Y t_h ai c a	n	standard_clear	true	both	false	IS	true	""
ökutækja	9: k_h Y t_h ai c_h a	n	north_clear	true	both	false	IS	true	""
ökutækjum	9: k Y t_h ai c Y m	n	standard_clear	true	head	false	IS	true	""
ökutækjum	9: k_h Y t_h ai c_h Y m	n	north_clear	true	head	false	IS	true	""
ökuþór	9: k Y T ou r	n	standard_clear	true	none	false	IS	true	""
ökuþór	9: k_h Y T ou r	n	north_clear	true	none	false	IS	true	""
ökuþóra	9: k_h Y T ou r a	n	north_clear	true	none	false	IS	true	""
ökuþóra	9: k Y T ou r a	n	standard_clear	true	none	false	IS	true	""
öld	9 l t	n	all	false	head	false	IS	true	
öldin	9 l t I n	n	all	false	head	false	IS	true	""
öldina	9 l t I n a	n	all	false	head	false	IS	true	""
öldinni	9 l t I n I	n	all	false	head	false	IS	true	""
öldruðum	9 l t r Y D Y m	n	all	false	head	false	IS	true	""
öldu	9 l t Y	n	all	false	both	false	IS	true	""
öldum	9 l t Y m	lo	all	false	head	false	IS	true	
öldum	9 l t Y m	n	all	false	head	false	IS	true	
öldum	9 l t Y m	so	all	false	head	false	IS	true	
ölfusi	9 l v Y s I	n	all	false	none	false	IS	true	
öll	9 t l_0	fn	all	false	head	false	IS	true	
öllsömul	9 t l_0 s 9 m Y l	fn	all	true	none	false	IS	true	
öllu	9 t l Y	fn	all	false	head	false	IS	true	
öllum	9 t l Y m	fn	all	false	head	false	IS	true	
ölvaður	9 l v a D Y r	lo	all	false	head	false	IS	true	
ölvaður	9 l v a D Y r	so	all	false	head	false	IS	true	
ölvun	9 l v Y n	n	all	false	head	false	IS	true	
ölvunar	9 l v Y n a r	n	all	false	both	false	IS	true	""
ölvunarakstur	9 l v Y n a r a k s t Y r	n	all	true	none	false	IS	true	
ömmu	9 m Y	n	all	false	both	false	IS	true	
ömmur	9 m Y r	n	all	false	none	false	IS	true	""
ömurlegt	9: m Y r l E x t	lo	all	false	none	false	IS	true	
önd	9 n t	n	all	false	head	false	IS	true	
öndun	9 n t Y n	n	all	false	head	false	IS	true	
öndunarvél	9 n t Y n a r v j E l	n	all	true	none	false	IS	true	""
öndvegi	9 n t v ei j I	n	all	true	none	false	IS	true	""
öndverðu	9 n t v E r D Y	n	all	true	none	false	IS	true	""
önn	9 n	n	all	false	head	false	IS	true	
önnu	9 n Y	n	all	false	modifier	false	IS	true	""
önnum	9 n Y m	n	all	false	head	false	IS	true	""
önnur	9 n Y r	fn	all	false	none	false	IS	true	
önnur	9 n Y r	lo	all	false	none	false	IS	true	
ör	9: r	lo	all	false	both	false	IS	true	
ör	9: r	n	all	false	both	false	IS	true	
örbirgð	9 r p I r D	n	all	false	none	true	IS	true	
örebro	9: r E p r u	n	all	false	none	false	GB	true	""
örflögum	9: r_0 f l 9 G Y m	n	all	false	none	true	IS	true	
örfá	9 r_0 f au	lo	all	false	none	true	IS	true	
örfáar	9 r_0 f au a r	n	all	false	none	true	IS	true	""
örfáir	9 r_0 f au I r	n	all	false	none	true	IS	true	""
örfáum	9 r_0 f au Y m	lo	all	false	none	true	IS	true	
örgjörvi	9 r c 9 r v I	n	all	false	head	true	IS	true	
örk	9 r_0 k	n	all	false	head	false	IS	true	
örlygsson	9 r l I x s O n	n	all	true	none	false	IS	true	
örlygur	9 r l I G Y r	n	all	false	none	false	IS	true	""
örlítið	9 r l i t I D	n	standard_clear	true	none	true	IS	true	""
örlög	9 r l 9 G	n	all	false	head	false	IS	true	
örlögin	9 r l 9i j I n	n	all	false	none	false	IS	true	""
örlögum	9 r l 9 G Y m	n	all	false	head	true	IS	true	""
örmerki	9 r m E r_0 c I	n	all	false	none	true	IS	true	
örmum	9 r m Y m	n	all	false	head	false	IS	true	""
örn	9 r t n_0	n	standard_clear	false	head	false	IS	true	
örn	9 t n	n	standard_cas	false	head	false	IS	true	
örnu	9 r t n Y	n	all	false	modifier	false	IS	true	""
örnólfsdóttur	9 r t n ou l f s t ou h t Y r	ns	standard_clear	true	modifier	false	IS	true	
örnólfsdóttur	9 t n ou l s t ou h t Y r	ns	standard_cas	true	modifier	false	IS	true	
örorka	9: r O r_0 k a	n	all	false	none	true	IS	true	""
örorku	9: r O r_0 k Y	n	all	true	modifier	true	IS	true	""
örorkulífeyrisþega	9 r O r_0 k Y l i v ei r I s T E G a	n	all	true	none	true	IS	true	""
örstutt	9 r_0 s t Y h t	n	all	false	none	true	IS	true	""
ört	9 r_0 t	ao	all	false	none	false	IS	true	
ört	9 r_0 t	lo	all	false	none	false	IS	true	
ört	9 r_0 t	n	all	false	none	false	IS	true	
örugg	9: r Y k	lo	all	false	head	false	IS	true	
örugga	9 r Y k a	n	all	false	none	true	IS	true	""
öruggar	9 r Y k a r	n	all	false	head	false	IS	true	""
öruggari	9 r Y k a r I	lo	all	false	head	false	IS	true	
öruggir	9 r Y c I r	n	all	false	none	true	IS	true	""
örugglega	9 r Y k l E G a	ao	all	false	none	false	IS	true	
öruggt	9 r Y x t	n	all	false	head	false	IS	true	""
öruggu	9 r Y k Y	n	all	false	head	false	IS	true	""
öruggur	9: r Y k Y r	lo	all	false	head	false	IS	true	
örva	9 r v a	n	all	false	both	false	IS	true	
örva	9 r v a	so	all	false	both	false	IS	true	
örvamælir	9 r v a m ai l I r	n	all	true	none	false	IS	true	
örvandi	9 r v a n t I	n	all	true	head	true	IS	true	""
örvar	9 r v a r	n	all	false	head	false	IS	true	
örvar	9 r v a r	so	all	false	head	false	IS	true	
örvun	9 r v Y n	n	all	false	head	false	IS	true	
örvæntingarfullt	9 r v ai n t_h i N k a r_0 f Y l_0 t	lo	northeast_clear	true	none	true	IS	true	
örvæntingarfullt	9 r v ai n_0 t i N k a r_0 f Y l_0 t	lo	standard_clear	true	none	true	IS	true	
örvæntingu	9 r v ai n t_h i N k Y	n	northeast_clear	false	none	true	IS	true	""
örvæntingu	9 r v ai n_0 t i N k Y	n	standard_clear	false	none	true	IS	true	""
öryggi	9: r I c I	n	all	false	head	false	IS	true	
öryggis	9 r I c I s	n	all	false	both	false	IS	true	""
öryggisbelti	9: r I c I s p E l_0 t I	n	all	true	none	false	IS	true	
öryggisfyrirtæki	9: r I c I s f I r I r_0 t_h ai c I	n	standard_clear	true	none	false	IS	true	
öryggisfyrirtæki	9: r I c I s f I r I r_0 t_h ai c_h I	n	north_clear	true	none	false	IS	true	
öryggisgæslu	9: r I c I s c ai s t l Y	n	all	true	none	false	IS	true	""
öryggismál	9: r I c I s m au l	n	all	true	head	false	IS	true	
öryggismála	9 r I c I s m au l a	n	all	true	both	false	IS	true	""
öryggismálum	9 r I c I s m au l Y m	n	all	true	head	false	IS	true	
öryggisráð	9 r I c I s r au D	n	all	true	none	true	IS	true	""
öryggisráðs	9 r I c I s r au D s	n	all	true	none	false	IS	true	""
öryggissveitir	9: r I c I s v ei t I r	n	standard_clear	true	none	false	IS	true	""
öryggisvirknin	9: r I c I s v I r_0 k n I n	n	all	true	none	false	IS	true	
öryggið	9 r I c I D	n	all	false	head	false	IS	true	""
öryrki	9 r I r_0 c I	n	all	false	none	true	IS	true	""
öryrkja	9: r I r_0 c a	n	all	false	modifier	true	IS	true	
öryrkjabandalagsins	9 r I r_0 c a p a n t a l a x s I n s	n	all	true	none	true	IS	true	""
öryrkjar	9 r I r_0 c a r	n	all	false	none	true	IS	true	
öryrkjum	9: r I r_0 c Y m	n	all	false	head	true	IS	true	""
öræfum	9: r ai v Y m	n	all	false	head	true	IS	true	""
öskju	9 s c Y	n	all	false	both	false	IS	true	""
öskra	9 s k r a	n	all	false	none	false	IS	true	""
ösku	9 s k Y	n	all	false	both	false	IS	true	""
öskur	9 s k Y r	n	all	false	head	false	IS	true	
ösp	9 s p	n	all	false	head	false	IS	true	
össur	9 s Y r	ns	all	false	none	false	IS	true	
össurar	9 s Y r a r	n	all	false	modifier	false	IS	true	
össuri	9 s Y r I	n	all	false	none	false	IS	true	""
ötullega	9: t Y l E G a	n	standard_clear	false	none	false	IS	true	""
öxi	9 k s I	n	all	false	head	false	IS	true	""
öxl	9 k s t l_0	n	all	false	head	false	IS	true	
öxnadalsheiði	9 k s t n a t a l s h ei D I	n	all	true	none	false	IS	true	""
öðlast	9 D l a s t	so	all	false	none	false	IS	true	
öðlaðist	9 D l a D I s t	n	all	false	none	false	IS	true	""
öðlist	9 D l I s t	n	all	false	none	false	IS	true	""
öðru	9 D r Y	fn	all	false	modifier	false	IS	true	
öðru	9 D r Y	lo	all	false	modifier	false	IS	true	
öðrum	9 D r Y m	fn	all	false	none	false	IS	true	
öðrum	9 D r Y m	lo	all	false	none	false	IS	true	
öðruvísi	9 D r Y v i s I	lo	all	false	none	false	IS	true	
úff	u f	ao	all	false	none	false	IS	true	
úganda	u k a n t a	n	all	false	none	false	IS	true	""
úkraína	u: k_h r a i n a	n	all	false	none	false	IS	true	
úkraínu	u: k_h r a i n Y	n	all	false	modifier	false	IS	true	""
úlfaldi	u l v a l t I	n	all	false	head	false	IS	true	
úlfar	u l v a r	n	all	false	head	false	IS	true	
úlfrúnar	u l r u n a r	ns	standard_cas	true	modifier	false	IS	true	
úlfrúnar	u l v r u n a r	ns	standard_clear	true	modifier	false	IS	true	
úlfs	u l f s	n	standard_clear	false	both	false	IS	true	
úlfs	u l s	n	standard_cas	false	both	false	IS	true	
úlfsson	u l f s O n	ns	standard_clear	true	none	false	IS	true	
úlfsson	u l s O n	ns	standard_cas	true	none	false	IS	true	
úlfur	u l v Y r	n	all	false	head	false	IS	true	
úlpuna	u l p_h Y n a	n	northeast_clear	false	head	false	IS	true	
úlpuna	u l_0 p Y n a	n	standard_clear	false	head	false	IS	true	
úlpunni	u l p_h Y n I	n	northeast_clear	false	head	false	IS	true	
úlpunni	u l_0 p Y n I	n	standard_clear	false	head	false	IS	true	
úr	u: r	n	all	false	both	false	IS	true	
úran	u: r a n	n	all	false	none	false	IS	true	
úrbætur	u r p ai t Y r	n	standard_clear	true	head	false	IS	true	""
úrbóta	u r p ou t a	n	standard_clear	true	both	false	IS	true	
úrbóta	u r p ou t_h a	n	north_clear	true	both	false	IS	true	
úrbótum	u r p ou t Y m	n	standard_clear	true	head	false	IS	true	""
úrelt	u: r E l_0 t	n	all	true	none	false	IS	true	""
úrgangi	u r k au J c I	n	all	true	head	false	IS	true	""
úrgangs	u r k au N s	n	all	true	both	false	IS	true	""
úrhellisrigning	u r_0 h E t l I s r I k n i N k	n	all	true	none	false	IS	true	
úrkoma	u r_0 k_h O m a	n	all	true	head	false	IS	true	
úrkomu	u r_0 k_h O m Y	n	all	true	both	false	IS	true	
úrkomulítið	u r_0 k_h O m Y l i t I D	n	standard_clear	true	none	false	IS	true	""
úrlausn	u r l 9i s t n_0	n	all	true	head	false	IS	true	
úrlausnar	u r l 9i s t n a r	n	all	true	both	false	IS	true	
úrræða	u r ai D a	n	all	true	both	false	IS	true	""
úrræði	u r ai D I	n	all	true	head	false	IS	true	""
úrræðum	u r ai D Y m	n	all	true	head	false	IS	true	
úrskeiðis	u r_0 s c ei D I s	n	standard_clear	false	none	false	IS	true	
úrskeiðis	u s c ei D I s	n	standard_cas	false	none	false	IS	true	
úrskurð	u r_0 s k Y r D	n	standard_clear	true	head	false	IS	true	
úrskurð	u s k Y r D	n	standard_cas	true	head	false	IS	true	""
úrskurða	u r_0 s k Y r D a	n	standard_clear	true	modifier	false	IS	true	
úrskurða	u r_0 s k Y r D a	so	standard_clear	true	modifier	false	IS	true	
úrskurða	u s k Y r D a	n	standard_cas	true	modifier	false	IS	true	
úrskurða	u s k Y r D a	so	standard_cas	true	modifier	false	IS	true	
úrskurðar	u r_0 s k Y r D a r	n	all	true	both	false	IS	true	
úrskurðar	u s k Y r D a r	n	standard_clear	true	both	false	IS	true	""
úrskurðarnefnd	u r_0 s k Y r D a r n E m t	n	standard_clear	true	none	false	IS	true	
úrskurðarnefnd	u r_0 s k Y r D a n E m t	n	standard_cas	true	none	false	IS	true	
úrskurðarnefndar	u r_0 s k Y r D a r n E m t a r	n	standard_clear	true	none	false	IS	true	
úrskurðarnefndar	u r_0 s k Y r D a n E m t a r	n	standard_cas	true	none	false	IS	true	
úrskurðarorð	u r_0 s k Y r D a r O r D	n	all	true	none	false	IS	true	""
úrskurðað	u r_0 s k Y r D a D	so	standard_clear	true	head	false	IS	true	
úrskurðað	u s k Y r D a D	so	standard_cas	true	head	false	IS	true	
úrskurðaði	u r_0 s k Y r D a D I	so	standard_clear	false	none	false	IS	true	
úrskurðaði	u s k Y r D a D I	so	standard_cas	false	none	false	IS	true	
úrskurðaður	u r_0 s k Y r D a D Y r	so	standard_clear	true	none	false	IS	true	
úrskurðaður	u s k Y r D a D Y r	so	standard_cas	true	none	false	IS	true	
úrskurði	u r_0 s k Y r D I	n	standard_clear	true	head	false	IS	true	
úrskurði	u r_0 s k Y r D I	so	standard_clear	true	head	false	IS	true	
úrskurði	u s k Y r D I	n	standard_cas	true	head	false	IS	true	
úrskurði	u s k Y r D I	so	standard_cas	true	head	false	IS	true	
úrskurðinn	u r_0 s k Y r D I n	n	standard_clear	true	head	false	IS	true	
úrskurðinn	u s k Y r D I n	n	standard_cas	true	head	false	IS	true	
úrskurðinum	u r_0 s k Y r D I n Y m	n	standard_clear	true	head	false	IS	true	
úrskurðinum	u s k Y r D I n Y m	n	standard_cas	true	head	false	IS	true	
úrskurðum	u r_0 s k Y r D Y m	n	all	true	head	false	IS	true	""
úrskurðurinn	u r_0 s k Y r D Y r I n	n	all	true	head	false	IS	true	""
úrslit	u r_0 s t l I t	n	standard_clear	true	head	false	IS	true	
úrslit	u s t l I t	n	standard_cas	true	head	false	IS	true	
úrslita	u r_0 s t l I t a	n	standard_clear	true	both	false	IS	true	
úrslita	u s t l I t a	n	standard_cas	true	both	false	IS	true	
úrslitabardaga	u r_0 s t l I t a p a r t a G a	n	standard_clear	true	modifier	false	IS	true	
úrslitabardaga	u r_0 s t l I t_h a p a r t a G a	n	north_clear	true	modifier	false	IS	true	
úrslitabardaga	u s t l I t a p a r t a G a	n	standard_cas	true	modifier	false	IS	true	
úrslitakeppni	u r_0 s t l I t a c_h E h p n I	n	standard_clear	true	head	false	IS	true	
úrslitakeppni	u r_0 s t l I t_h a c_h E h p n I	n	north_clear	true	head	false	IS	true	
úrslitakeppni	u s t l I t a c_h E h p n I	n	standard_cas	true	head	false	IS	true	
úrslitakeppnina	u r_0 s t l I t a c_h E h p n I n a	n	standard_clear	true	none	false	IS	true	""
úrslitakeppninni	u r_0 s t l I t a c_h E h p n I n I	n	standard_clear	true	none	false	IS	true	""
úrslitaleik	u r_0 s t l I t a l ei k	n	standard_clear	true	head	false	IS	true	""
úrslitaleikinn	u r_0 s t l I t a l ei c I n	n	standard_clear	true	head	false	IS	true	
úrslitaleikinn	u r_0 s t l I t_h a l ei c_h I n	n	north_clear	true	head	false	IS	true	
úrslitaleikinn	u s t l I t a l ei c I n	n	standard_cas	true	head	false	IS	true	
úrslitaleiknum	u r_0 s t l I t a l ei h k n Y m	n	standard_clear	true	head	false	IS	true	
úrslitaleiknum	u r_0 s t l I t_h a l ei h k n Y m	n	north_clear	true	head	false	IS	true	
úrslitaleiknum	u s t l I t a l ei h k n Y m	n	standard_cas	true	head	false	IS	true	
úrslitaleikur	u r_0 s t l I t a l ei k Y r	n	standard_clear	true	head	false	IS	true	
úrslitaleikur	u r_0 s t l I t_h a l ei k_h Y r	n	north_clear	true	head	false	IS	true	
úrslitaleikur	u s t l I t a l ei k Y r	n	standard_cas	true	head	false	IS	true	
úrslitaleikurinn	u r_0 s t l I t a l ei k Y r I n	n	standard_clear	true	none	false	IS	true	""
úrslitaáhrif	u r_0 s t l I t a au r_0 I f	n	standard_clear	true	none	false	IS	true	
úrslitaáhrif	u s t l I t a au r_0 I f	n	standard_cas	true	none	false	IS	true	
úrslitaáhrif	u r_0 s t l I t_h a au r_0 I v	n	north_clear	true	none	false	IS	true	
úrslitaþjónustan	u r_0 s t l I t a T j ou n Y s t a n	n	standard_clear	true	none	false	IS	true	
úrslitaþjónustan	u r_0 s t l I t_h a T j ou n Y s t a n	n	north_clear	true	none	false	IS	true	
úrslitaþjónustan	u s t l I t a T j ou n Y s t a n	n	standard_cas	true	none	false	IS	true	
úrslitin	u r_0 s t l I t I n	n	standard_clear	false	head	false	IS	true	
úrslitin	u r_0 s t l I t_h I n	n	north_clear	false	head	false	IS	true	
úrslitin	u s t l I t I n	n	standard_cas	false	head	false	IS	true	
úrslitum	u r_0 s t l I t Y m	n	standard_clear	true	head	false	IS	true	
úrslitum	u r_0 s t l I t_h Y m	n	north_clear	true	head	false	IS	true	
úrslitum	u s t l I t Y m	n	standard_cas	true	head	false	IS	true	
úrslitunum	u r_0 s t l I t O n Y m	n	standard_clear	true	head	false	IS	true	
úrslitunum	u s t l I t O n Y m	n	standard_cas	true	head	false	IS	true	
úrval	u: r v a l	n	all	true	head	false	IS	true	
úrvalið	u r v a l I D	n	all	true	head	false	IS	true	""
úrvalsdeild	u r v a l s t ei l t	n	all	true	none	false	IS	true	""
úrvalsdeildarinnar	u r v a l s t ei l t a r I n a r	n	all	true	none	false	IS	true	""
úrvalsdeildarliðinu	u r v a l s t ei l t a r l I D I n Y	n	all	true	none	false	IS	true	""
úrvalsdeildarliðið	u r v a l s t ei l t a r l I D I D	n	all	true	none	false	IS	true	""
úrvalsdeildarliðsins	u r v a l s t ei l t a r l I D s I n s	n	all	true	none	false	IS	true	""
úrvalsdeildin	u r v a l s t ei l t I n	n	all	true	none	false	IS	true	""
úrvalsdeildina	u r v a l s t ei l t I n a	n	all	true	none	false	IS	true	
úrvalsdeildinni	u r v a l s t ei l t I n I	n	all	true	none	false	IS	true	
úrvalslið	u r v a l s t l I D	n	all	true	none	false	IS	true	""
úrvalsvísitalan	u r v a l s v i s I t_h a l a n	n	all	true	none	false	IS	true	
úrvinnsla	u r v I n s t l a	n	all	true	head	false	IS	true	
úrvinnslu	u r v I n s t l Y	n	all	true	both	false	IS	true	""
úrúgvæ	u: r u k v ai	ns	all	false	none	false	IS	true	
út	u: t	ao	standard_clear	false	modifier	false	IS	true	
út	u: t_h	ao	north_clear	false	modifier	false	IS	true	
útaf	u: t a f	n	standard_clear	true	none	false	IS	true	
útaf	u: t_h a f	n	north_clear	true	none	false	IS	true	
útblástur	u: t p l au s t Y r	n	all	true	head	false	IS	true	""
útblæstri	u t p l ai s t r I	n	all	true	none	false	IS	true	""
útborgun	u t p O r k Y n	n	all	true	none	false	IS	true	""
útboð	u t p O D	n	all	true	head	false	IS	true	
útboði	u: t p O D I	n	all	true	head	false	IS	true	
útboðinu	u t_h p O D I n Y	n	north_clear	true	head	false	IS	true	
útboðinu	u: t p O D I n Y	n	standard_clear	true	none	false	IS	true	
útboðið	u: t p O D I D	n	standard_clear	true	head	false	IS	true	""
útboðs	u t p O D s	n	all	true	both	false	IS	true	""
útbreiddur	u: t p r ei t Y r	lo	all	true	none	false	IS	true	
útbreiddur	u: t p r ei t Y r	so	all	true	none	false	IS	true	
útbreiða	u: t p r ei D a	so	all	true	none	false	IS	true	
útbreiðsla	u: t p r ei D s t l a	n	all	true	none	false	IS	true	
útbreiðslu	u: t p r ei D s t l Y	n	all	true	both	false	IS	true	""
útbúa	u t p u a	n	all	true	none	false	IS	true	""
